content,place,year,month,content_token,negative,neutral,positive,compound,comp_score
ig,India,2022,July,['ig'],0.0,1.0,0.0,0.0,neutral
hitting hard ladakh fifth consecutive day getting worse passing day,India,2022,July,"['hitting', 'hard', 'ladakh', 'fifth', 'consecutive', 'day', 'getting', 'worse', 'passing', 'day']",0.36,0.64,0.0,-0.5423,negative
entropy,India,2022,July,['entropy'],0.0,1.0,0.0,0.0,neutral
reason,India,2022,July,['reason'],0.0,1.0,0.0,0.0,neutral
ladakh tibetan indian tibetian chinese administration work harmony save land destroying,India,2022,July,"['ladakh', 'tibetan', 'indian', 'tibetian', 'chinese', 'administration', 'work', 'harmony', 'save', 'land', 'destroying']",0.206,0.457,0.337,0.3182,positive
impact agriculture impact agriculture anyways interconnected release co2 soil due agricultural practices major driver,India,2022,July,"['impact', 'agriculture', 'impact', 'agriculture', 'anyways', 'interconnected', 'release', 'co2', 'soil', 'due', 'agricultural', 'practices', 'major', 'driver']",0.0,1.0,0.0,0.0,neutral
droughtdesertificationfloodglobal changemajor environmental problems healthy soil solution join movement amp create lets make happen,India,2022,July,"['droughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solution', 'join', 'movement', 'amp', 'create', 'lets', 'make', 'happen']",0.129,0.429,0.443,0.6808,positive
challenging moment current upcoming generationi request everyone utilise natural resources needs safe surrounding environment country pakistan already 7th think alarming situation,India,2022,July,"['challenging', 'moment', 'current', 'upcoming', 'generationi', 'request', 'everyone', 'utilise', 'natural', 'resources', 'needs', 'safe', 'surrounding', 'environment', 'country', 'pakistan', 'already', '7th', 'think', 'alarming', 'situation']",0.059,0.667,0.275,0.6705,positive
nothing image,India,2022,July,"['nothing', 'image']",0.0,1.0,0.0,0.0,neutral
child father manthese beautiful pahari children explain simple truths amp climatechange adults either understand simply deny lets stop living denial savesave burn less fossil fuelsprevent,India,2022,July,"['child', 'father', 'manthese', 'beautiful', 'pahari', 'children', 'explain', 'simple', 'truths', 'amp', 'climatechange', 'adults', 'either', 'understand', 'simply', 'deny', 'lets', 'stop', 'living', 'denial', 'savesave', 'burn', 'less', 'fossil', 'fuelsprevent']",0.142,0.65,0.207,0.4767,positive
save soil save water environment landslides importantly feed hungry,India,2022,July,"['save', 'soil', 'save', 'water', 'environment', 'landslides', 'importantly', 'feed', 'hungry']",0.0,0.408,0.592,0.8271,positive
like people cared planet people keep acs days cosmetics manufactured using chemicals child labour suvcharters move eat meat livestock contributes highest talking abt planet,India,2022,June,"['like', 'people', 'cared', 'planet', 'people', 'keep', 'acs', 'days', 'cosmetics', 'manufactured', 'using', 'chemicals', 'child', 'labour', 'suvcharters', 'move', 'eat', 'meat', 'livestock', 'contributes', 'highest', 'talking', 'abt', 'planet']",0.0,0.806,0.194,0.6486,positive
green cover healthy soils photosynthesis green coverunhealthy soilsless photosynthesis carbon emissions changefloods save earth,India,2022,June,"['green', 'cover', 'healthy', 'soils', 'photosynthesis', 'green', 'coverunhealthy', 'soilsless', 'photosynthesis', 'carbon', 'emissions', 'changefloods', 'save', 'earth']",0.0,0.67,0.33,0.7096,positive
problems like floods air pollution water scarcity food scarcity etc etc resolved making soil healthy im grateful enlightening ecological issue soul extinction,India,2022,June,"['problems', 'like', 'floods', 'air', 'pollution', 'water', 'scarcity', 'food', 'scarcity', 'etc', 'etc', 'resolved', 'making', 'soil', 'healthy', 'im', 'grateful', 'enlightening', 'ecological', 'issue', 'soul', 'extinction']",0.085,0.502,0.414,0.8591,positive
soil degradation major driver several major challenges mankind currently facing food security biodiversity loss water scarcity etc needs addressed must,India,2022,June,"['soil', 'degradation', 'major', 'driver', 'several', 'major', 'challenges', 'mankind', 'currently', 'facing', 'food', 'security', 'biodiversity', 'loss', 'water', 'scarcity', 'etc', 'needs', 'addressed', 'must']",0.224,0.63,0.146,-0.4588,negative
earth provides enough satisfy every humans need every humans greed mahatma gandhi,India,2022,June,"['earth', 'provides', 'enough', 'satisfy', 'every', 'humans', 'need', 'every', 'humans', 'greed', 'mahatma', 'gandhi']",0.172,0.637,0.191,0.0772,neutral
droughtdesertificationfloodglobal changemajor environmental problems healthy soil solutionjoin movement amp create lets make happen,India,2022,June,"['droughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solutionjoin', 'movement', 'amp', 'create', 'lets', 'make', 'happen']",0.154,0.571,0.274,0.2732,neutral
breeze allexpected temperature today 44 degrees celsius feel like 50 degrees hazy,India,2022,June,"['breeze', 'allexpected', 'temperature', 'today', '44', 'degrees', 'celsius', 'feel', 'like', '50', 'degrees', 'hazy']",0.0,0.815,0.185,0.3612,positive
yah wont increase good job,India,2022,June,"['yah', 'wont', 'increase', 'good', 'job']",0.593,0.407,0.0,-0.5216,negative
must understand building dances 1 piece puzzle pieces saving conserving water invest efficient irrigation techniques developing food require less water somehow river singh impact,India,2022,June,"['must', 'understand', 'building', 'dances', '1', 'piece', 'puzzle', 'pieces', 'saving', 'conserving', 'water', 'invest', 'efficient', 'irrigation', 'techniques', 'developing', 'food', 'require', 'less', 'water', 'somehow', 'river', 'singh', 'impact']",0.0,0.887,0.113,0.4215,positive
time fix climateclimate anytime anywayaaj mausam unke favor mein haikal aapke favor mein hogabut never ever forgive enemies back stabbed youall best sirwe every situation,India,2022,June,"['time', 'fix', 'climateclimate', 'anytime', 'anywayaaj', 'mausam', 'unke', 'favor', 'mein', 'haikal', 'aapke', 'favor', 'mein', 'hogabut', 'never', 'ever', 'forgive', 'enemies', 'back', 'stabbed', 'youall', 'best', 'sirwe', 'every', 'situation']",0.131,0.529,0.34,0.8183,positive
nato,India,2022,June,['nato'],0.0,1.0,0.0,0.0,neutral
singleuse plastic ban monitored cpcb state pollution control boards spcbs report centre regular basis,India,2022,June,"['singleuse', 'plastic', 'ban', 'monitored', 'cpcb', 'state', 'pollution', 'control', 'boards', 'spcbs', 'report', 'centre', 'regular', 'basis']",0.217,0.783,0.0,-0.5574,negative
want discuss alternative energy like renewable energy resources broadly fight,India,2022,June,"['want', 'discuss', 'alternative', 'energy', 'like', 'renewable', 'energy', 'resources', 'broadly', 'fight']",0.167,0.321,0.513,0.5267,positive
glacier melting fastdue warmingits need protected fast source water entire suru valley,India,2022,June,"['glacier', 'melting', 'fastdue', 'warmingits', 'need', 'protected', 'fast', 'source', 'water', 'entire', 'suru', 'valley']",0.0,0.791,0.209,0.4404,positive
beer dosent chill level appreciated standards blame,India,2022,June,"['beer', 'dosent', 'chill', 'level', 'appreciated', 'standards', 'blame']",0.224,0.467,0.308,0.2263,neutral
available right,India,2022,June,"['available', 'right']",0.0,1.0,0.0,0.0,neutral
remembering national professor jamilur reza chowdhury eminent personality engineering community participated round table padma bridge 2016 building resilient infrastructure,India,2022,June,"['remembering', 'national', 'professor', 'jamilur', 'reza', 'chowdhury', 'eminent', 'personality', 'engineering', 'community', 'participated', 'round', 'table', 'padma', 'bridge', '2016', 'building', 'resilient', 'infrastructure']",0.0,1.0,0.0,0.0,neutral
era cc amp happy amp fly high stay light thoughts,India,2022,June,"['era', 'cc', 'amp', 'happy', 'amp', 'fly', 'high', 'stay', 'light', 'thoughts']",0.0,0.709,0.291,0.5719,positive
droughtdesertificationfloodglobal changemajor environmental problems healthy soil solution,India,2022,June,"['droughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solution']",0.231,0.342,0.427,0.3182,positive
conducted plantation drive high school students hyderabad,India,2022,June,"['conducted', 'plantation', 'drive', 'high', 'school', 'students', 'hyderabad']",0.0,1.0,0.0,0.0,neutral
given century prove evolved species things cost much,India,2022,June,"['given', 'century', 'prove', 'evolved', 'species', 'things', 'cost', 'much']",0.0,1.0,0.0,0.0,neutral
someones sitting shade today someone planted tree long time ago warren buffettthis tree endures scorching heat sun provide shelter comfortwhat give return,India,2022,June,"['someones', 'sitting', 'shade', 'today', 'someone', 'planted', 'tree', 'long', 'time', 'ago', 'warren', 'buffettthis', 'tree', 'endures', 'scorching', 'heat', 'sun', 'provide', 'shelter', 'comfortwhat', 'give', 'return']",0.0,1.0,0.0,0.0,neutral
think,India,2022,June,['think'],0.0,1.0,0.0,0.0,neutral
thank giri informative let make happenjoin movement amp action,India,2022,June,"['thank', 'giri', 'informative', 'let', 'make', 'happenjoin', 'movement', 'amp', 'action']",0.0,0.762,0.238,0.3612,positive
5 years barak brahmaputra valleys submerged 3 months every year sink assam,India,2022,June,"['5', 'years', 'barak', 'brahmaputra', 'valleys', 'submerged', '3', 'months', 'every', 'year', 'sink', 'assam']",0.0,1.0,0.0,0.0,neutral
wonderful job done 10yearold giri,India,2022,June,"['wonderful', 'job', 'done', '10yearold', 'giri']",0.0,0.519,0.481,0.5719,positive
speaking daily star changes extremes,India,2022,June,"['speaking', 'daily', 'star', 'changes', 'extremes']",0.0,1.0,0.0,0.0,neutral
sundarbans one important biodiversity zone india well world degrading rapidly might disappear within course years,India,2022,June,"['sundarbans', 'one', 'important', 'biodiversity', 'zone', 'india', 'well', 'world', 'degrading', 'rapidly', 'might', 'disappear', 'within', 'course', 'years']",0.277,0.534,0.189,-0.4215,negative
time action help solve many environmental challenges currently facing water scarcity food security,India,2022,June,"['time', 'action', 'help', 'solve', 'many', 'environmental', 'challenges', 'currently', 'facing', 'water', 'scarcity', 'food', 'security']",0.0,0.523,0.477,0.7351,positive
problem causing bloody,India,2022,June,"['problem', 'causing', 'bloody']",0.848,0.152,0.0,-0.6808,negative
weather apweather weather somehow almost every city world kind situation thanks,India,2022,June,"['weather', 'apweather', 'weather', 'somehow', 'almost', 'every', 'city', 'world', 'kind', 'situation', 'thanks']",0.0,0.588,0.412,0.743,positive
earth night space mesmerizing spacee mess,India,2022,June,"['earth', 'night', 'space', 'mesmerizing', 'spacee', 'mess']",0.333,0.667,0.0,-0.3612,negative
boys clothes clothes cant make happy clothes toxic bad experience never predicts worst future hope best try find positive things around,India,2022,June,"['boys', 'clothes', 'clothes', 'cant', 'make', 'happy', 'clothes', 'toxic', 'bad', 'experience', 'never', 'predicts', 'worst', 'future', 'hope', 'best', 'try', 'find', 'positive', 'things', 'around']",0.183,0.423,0.394,0.8174,positive
target net zero emissions today facing lot pollutionemissionglobal issues due vehicleshydrogen engines one best solution improve environmental conditions 1 hydrogen ice engine2 blending hydrogen fuel,India,2022,June,"['target', 'net', 'zero', 'emissions', 'today', 'facing', 'lot', 'pollutionemissionglobal', 'issues', 'due', 'vehicleshydrogen', 'engines', 'one', 'best', 'solution', 'improve', 'environmental', 'conditions', '1', 'hydrogen', 'ice', 'engine2', 'blending', 'hydrogen', 'fuel']",0.0,0.691,0.309,0.8555,positive
experts found innovative way treat food waste fight edible cement could made variety foods like banana peels onions orange peels tea leaves,India,2022,June,"['experts', 'found', 'innovative', 'way', 'treat', 'food', 'waste', 'fight', 'edible', 'cement', 'could', 'made', 'variety', 'foods', 'like', 'banana', 'peels', 'onions', 'orange', 'peels', 'tea', 'leaves']",0.177,0.557,0.266,0.4019,positive
think needs least three four,India,2022,June,"['think', 'needs', 'least', 'three', 'four']",0.0,1.0,0.0,0.0,neutral
every fraction degree matters limit temperature rise 15c need start decade transformational day hawkins,India,2022,June,"['every', 'fraction', 'degree', 'matters', 'limit', 'temperature', 'rise', '15c', 'need', 'start', 'decade', 'transformational', 'day', 'hawkins']",0.0,0.922,0.078,0.0258,neutral
speaking desh television flood management issues currently experiencing unprecedented northeast region increase frequency intensity monsoon precipitation floods south asia,India,2022,June,"['speaking', 'desh', 'television', 'flood', 'management', 'issues', 'currently', 'experiencing', 'unprecedented', 'northeast', 'region', 'increase', 'frequency', 'intensity', 'monsoon', 'precipitation', 'floods', 'south', 'asia']",0.0,0.887,0.113,0.3182,positive
18 june,India,2022,June,"['18', 'june']",0.0,1.0,0.0,0.0,neutral
past future crisis failure regard water issues,India,2022,June,"['past', 'future', 'crisis', 'failure', 'regard', 'water', 'issues']",0.597,0.403,0.0,-0.8126,negative
bars scales,India,2022,June,"['bars', 'scales']",0.0,1.0,0.0,0.0,neutral
every fraction degree matters limit temperature rise 15c need start decade transformational day hawkins,India,2022,June,"['every', 'fraction', 'degree', 'matters', 'limit', 'temperature', 'rise', '15c', 'need', 'start', 'decade', 'transformational', 'day', 'hawkins']",0.0,0.922,0.078,0.0258,neutral
droughtdesertificationfloodglobal changemajor environmental problems healthy soil solution needs write right policies effective long term results,India,2022,June,"['droughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solution', 'needs', 'write', 'right', 'policies', 'effective', 'long', 'term', 'results']",0.124,0.505,0.372,0.6597,positive
dealing world problems bad markets humans constant needs taking pictures lot plate unfortunately food,India,2022,June,"['dealing', 'world', 'problems', 'bad', 'markets', 'humans', 'constant', 'needs', 'taking', 'pictures', 'lot', 'plate', 'unfortunately', 'food']",0.439,0.561,0.0,-0.8225,negative
droughtdesertificationfloodglobal changemajor environmental problems healthy soil solution,India,2022,June,"['droughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solution']",0.231,0.342,0.427,0.3182,positive
indian elites bursting crackers harmful siberian husky chennai bro bro,India,2022,June,"['indian', 'elites', 'bursting', 'crackers', 'harmful', 'siberian', 'husky', 'chennai', 'bro', 'bro']",0.0,1.0,0.0,0.0,neutral
speaking ekushey television talkshow honorable minister disaster causes floods flood management role wetlands river dredging future planning disaster management,India,2022,June,"['speaking', 'ekushey', 'television', 'talkshow', 'honorable', 'minister', 'disaster', 'causes', 'floods', 'flood', 'management', 'role', 'wetlands', 'river', 'dredging', 'future', 'planning', 'disaster', 'management']",0.296,0.578,0.126,-0.6908,negative
speaking skynews catastrophic changes intensity frequency extremes cause additional challenges disaster management,India,2022,June,"['speaking', 'skynews', 'catastrophic', 'changes', 'intensity', 'frequency', 'extremes', 'cause', 'additional', 'challenges', 'disaster', 'management']",0.415,0.511,0.074,-0.7906,negative
dear indonesian enviromental activistthe world faced increase 4 degrees celsius higher avoid crisis get worse,India,2022,June,"['dear', 'indonesian', 'enviromental', 'activistthe', 'world', 'faced', 'increase', '4', 'degrees', 'celsius', 'higher', 'avoid', 'crisis', 'get', 'worse']",0.403,0.386,0.21,-0.6705,negative
soil degradation one major reasons biodiversity loss also various challenges mankind currently facing food security water scarcity must strive,India,2022,June,"['soil', 'degradation', 'one', 'major', 'reasons', 'biodiversity', 'loss', 'also', 'various', 'challenges', 'mankind', 'currently', 'facing', 'food', 'security', 'water', 'scarcity', 'must', 'strive']",0.234,0.615,0.152,-0.4588,negative
big concernplease take seriously,India,2022,June,"['big', 'concernplease', 'take', 'seriously']",0.362,0.638,0.0,-0.1779,neutral
carbon stored soil 3x living plants 2x atmosphere means soil crucial carbon sequestration,India,2022,June,"['carbon', 'stored', 'soil', '3x', 'living', 'plants', '2x', 'atmosphere', 'means', 'soil', 'crucial', 'carbon', 'sequestration']",0.0,1.0,0.0,0.0,neutral
every time weather hot someone says wait summers hotter already feeling like 50c degrees much hot get 200c,India,2022,June,"['every', 'time', 'weather', 'hot', 'someone', 'says', 'wait', 'summers', 'hotter', 'already', 'feeling', 'like', '50c', 'degrees', 'much', 'hot', 'get', '200c']",0.0,0.8,0.2,0.4588,positive
speaking bbc news current situation management issues expected increase intensity frequency extremes future urgent needed,India,2022,June,"['speaking', 'bbc', 'news', 'current', 'situation', 'management', 'issues', 'expected', 'increase', 'intensity', 'frequency', 'extremes', 'future', 'urgent', 'needed']",0.0,0.76,0.24,0.4767,positive
honble cm flagged roadshow organised erickshaw workers union manipur kangla western gate roadshow aims make imphal city free hazardous emission particulate matter forms pollutants mitigate,India,2022,June,"['honble', 'cm', 'flagged', 'roadshow', 'organised', 'erickshaw', 'workers', 'union', 'manipur', 'kangla', 'western', 'gate', 'roadshow', 'aims', 'make', 'imphal', 'city', 'free', 'hazardous', 'emission', 'particulate', 'matter', 'forms', 'pollutants', 'mitigate']",0.0,0.839,0.161,0.5267,positive
indeed droughtdesertificationfloodglobal changeamp major environmental problems healthy soil solution let make happen,India,2022,June,"['indeed', 'droughtdesertificationfloodglobal', 'changeamp', 'major', 'environmental', 'problems', 'healthy', 'soil', 'solution', 'let', 'make', 'happen']",0.162,0.539,0.299,0.3182,positive
super cool naturei always coolthis effect taking tollhaha,India,2022,June,"['super', 'cool', 'naturei', 'always', 'coolthis', 'effect', 'taking', 'tollhaha']",0.0,0.492,0.508,0.7351,positive
nepal move everest base camp due increased human activity,India,2022,June,"['nepal', 'move', 'everest', 'base', 'camp', 'due', 'increased', 'human', 'activity']",0.0,0.792,0.208,0.2732,neutral
theres website predicted submerge bangladesh 2050 think take long,India,2022,June,"['theres', 'website', 'predicted', 'submerge', 'bangladesh', '2050', 'think', 'take', 'long']",0.0,1.0,0.0,0.0,neutral
plants absorb co2 atmosphere photosynthesis soil loses organic content co2 released back atmosphere causing time unite one,India,2022,June,"['plants', 'absorb', 'co2', 'atmosphere', 'photosynthesis', 'soil', 'loses', 'organic', 'content', 'co2', 'released', 'back', 'atmosphere', 'causing', 'time', 'unite', 'one']",0.126,0.874,0.0,-0.3182,negative
increase percentage photosynthesis planting trees reverse amp amp also increase organic content soils act,India,2022,June,"['increase', 'percentage', 'photosynthesis', 'planting', 'trees', 'reverse', 'amp', 'amp', 'also', 'increase', 'organic', 'content', 'soils', 'act']",0.0,0.723,0.277,0.5574,positive
plants best friends unfortunately become enemy environment plants increases day day due cutting trees plant trees save life,India,2022,June,"['plants', 'best', 'friends', 'unfortunately', 'become', 'enemy', 'environment', 'plants', 'increases', 'day', 'day', 'due', 'cutting', 'trees', 'plant', 'trees', 'save', 'life']",0.247,0.401,0.351,0.6249,positive
causing massive destruction ultimately affecting mankind species earth,India,2022,June,"['causing', 'massive', 'destruction', 'ultimately', 'affecting', 'mankind', 'species', 'earth']",0.346,0.654,0.0,-0.5719,negative
soil degradation core many fundamental environmental challenges mankind currently facing water scarcity food security biodiversity loss must happen,India,2022,June,"['soil', 'degradation', 'core', 'many', 'fundamental', 'environmental', 'challenges', 'mankind', 'currently', 'facing', 'water', 'scarcity', 'food', 'security', 'biodiversity', 'loss', 'must', 'happen']",0.244,0.598,0.158,-0.4588,negative
part fight warmingreduce carbon footprint make conserving energy part daily routine also reduce emissions taking public transportation carpooling possible99,India,2022,June,"['part', 'fight', 'warmingreduce', 'carbon', 'footprint', 'make', 'conserving', 'energy', 'part', 'daily', 'routine', 'also', 'reduce', 'emissions', 'taking', 'public', 'transportation', 'carpooling', 'possible99']",0.12,0.783,0.097,-0.128,neutral
effects warming1disappearing glaciers2rising sea levels3forests farms cities face troublesome new pests heat waves heavy downpours increased flooding4disruption habitats79,India,2022,June,"['effects', 'warming1disappearing', 'glaciers2rising', 'sea', 'levels3forests', 'farms', 'cities', 'face', 'troublesome', 'new', 'pests', 'heat', 'waves', 'heavy', 'downpours', 'increased', 'flooding4disruption', 'habitats79']",0.154,0.748,0.098,-0.296,neutral
causes warmingglobal occurs carbon dioxide co2 air pollutants collect atmosphere absorb sunlight solar radiation bounced earths surface49,India,2022,June,"['causes', 'warmingglobal', 'occurs', 'carbon', 'dioxide', 'co2', 'air', 'pollutants', 'collect', 'atmosphere', 'absorb', 'sunlight', 'solar', 'radiation', 'bounced', 'earths', 'surface49']",0.0,1.0,0.0,0.0,neutral
scientists concluded must limit 15 degrees celsius 2040 avoid future everyday life around world marked worst29,India,2022,June,"['scientists', 'concluded', 'must', 'limit', '15', 'degrees', 'celsius', '2040', 'avoid', 'future', 'everyday', 'life', 'around', 'world', 'marked', 'worst29']",0.128,0.872,0.0,-0.296,neutral
record flooding going observe northeast sunamganj district sylhet division many cities including sylhet water next 72 hours heavy rainfall forecasted la nia also influence monsoon activities year,India,2022,June,"['record', 'flooding', 'going', 'observe', 'northeast', 'sunamganj', 'district', 'sylhet', 'division', 'many', 'cities', 'including', 'sylhet', 'water', 'next', '72', 'hours', 'heavy', 'rainfall', 'forecasted', 'la', 'nia', 'also', 'influence', 'monsoon', 'activities', 'year']",0.0,1.0,0.0,0.0,neutral
imagine actually stops clown world news,India,2022,June,"['imagine', 'actually', 'stops', 'clown', 'world', 'news']",0.242,0.758,0.0,-0.1531,neutral
bill gates saying happening meat eating,India,2022,June,"['bill', 'gates', 'saying', 'happening', 'meat', 'eating']",0.0,1.0,0.0,0.0,neutral
finland officially worlds happiest country also 75 percent forest believe facts related,India,2022,June,"['finland', 'officially', 'worlds', 'happiest', 'country', 'also', '75', 'percent', 'forest', 'believe', 'facts', 'related']",0.0,0.724,0.276,0.6369,positive
conduct meetings air conditioned rooms,India,2022,June,"['conduct', 'meetings', 'air', 'conditioned', 'rooms']",0.0,1.0,0.0,0.0,neutral
speaking ekattor television today second wave floods upper meghna teestabrahmaputra river basins frequent intense floods expected increase adaptation costs urgent needed,India,2022,June,"['speaking', 'ekattor', 'television', 'today', 'second', 'wave', 'floods', 'upper', 'meghna', 'teestabrahmaputra', 'river', 'basins', 'frequent', 'intense', 'floods', 'expected', 'increase', 'adaptation', 'costs', 'urgent', 'needed']",0.0,0.769,0.231,0.5267,positive
well get joy eating fruits anything right lets make happen,India,2022,June,"['well', 'get', 'joy', 'eating', 'fruits', 'anything', 'right', 'lets', 'make', 'happen']",0.0,0.576,0.424,0.7096,positive
electronic media run drive spread awareness plantation people come fwd plantation seeing rising air pollution responsibility govt,India,2022,June,"['electronic', 'media', 'run', 'drive', 'spread', 'awareness', 'plantation', 'people', 'come', 'fwd', 'plantation', 'seeing', 'rising', 'air', 'pollution', 'responsibility', 'govt']",0.0,1.0,0.0,0.0,neutral
warmingdegraded soils release 850 billion tonnes co2equal last 30 years humanitys emissions,India,2022,June,"['warmingdegraded', 'soils', 'release', '850', 'billion', 'tonnes', 'co2equal', 'last', '30', 'years', 'humanitys', 'emissions']",0.0,1.0,0.0,0.0,neutral
easy best solution prevent globally month,India,2022,June,"['easy', 'best', 'solution', 'prevent', 'globally', 'month']",0.0,0.16,0.84,0.8591,positive
zphs badepally school support save soildroughtdesertificationfloodglobal changemajor environmental problems healthy soil solution,India,2022,June,"['zphs', 'badepally', 'school', 'support', 'save', 'soildroughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solution']",0.131,0.34,0.529,0.802,positive
major environmental problems healthy soil solution lets make happenaction,India,2022,June,"['major', 'environmental', 'problems', 'healthy', 'soil', 'solution', 'lets', 'make', 'happenaction']",0.197,0.438,0.365,0.3182,positive
entire globe screaming globalwarming spending billions simple effective solution turn around policy action,India,2022,June,"['entire', 'globe', 'screaming', 'globalwarming', 'spending', 'billions', 'simple', 'effective', 'solution', 'turn', 'around', 'policy', 'action']",0.144,0.556,0.3,0.4215,positive
maitree temperature also rising every year,India,2022,June,"['maitree', 'temperature', 'also', 'rising', 'every', 'year']",0.0,1.0,0.0,0.0,neutral
got interviewed afp news agency shared experience indigenous political activist briefly discussed impact glof ecotourism mountain community,India,2022,June,"['got', 'interviewed', 'afp', 'news', 'agency', 'shared', 'experience', 'indigenous', 'political', 'activist', 'briefly', 'discussed', 'impact', 'glof', 'ecotourism', 'mountain', 'community']",0.0,0.87,0.13,0.34,positive
doubledip la nia active year expected cause heavy rainfall basins prolonged amp recurring floods frequency intensity hydrological extremes projected increase,India,2022,June,"['doubledip', 'la', 'nia', 'active', 'year', 'expected', 'cause', 'heavy', 'rainfall', 'basins', 'prolonged', 'amp', 'recurring', 'floods', 'frequency', 'intensity', 'hydrological', 'extremes', 'projected', 'increase']",0.0,0.783,0.217,0.6124,positive
explains touching open dry land versus land tree experience temperature variation 812 degrees words,India,2022,June,"['explains', 'touching', 'open', 'dry', 'land', 'versus', 'land', 'tree', 'experience', 'temperature', 'variation', '812', 'degrees', 'words']",0.0,1.0,0.0,0.0,neutral
velan storyline connecting pollution mutations,India,2022,June,"['velan', 'storyline', 'connecting', 'pollution', 'mutations']",0.0,1.0,0.0,0.0,neutral
staying chennai knowing food feels microwave oven hats people live survive 38c real feel 48c,India,2022,June,"['staying', 'chennai', 'knowing', 'food', 'feels', 'microwave', 'oven', 'hats', 'people', 'live', 'survive', '38c', 'real', 'feel', '48c']",0.0,1.0,0.0,0.0,neutral
let make happen action,India,2022,June,"['let', 'make', 'happen', 'action']",0.0,1.0,0.0,0.0,neutral
flood observing upper meghna jamuna rivers continued would contribute occurring heavy precipitation flooding many countries south asia rapid urbanization land degradation deforestation making flood situation worse,India,2022,June,"['flood', 'observing', 'upper', 'meghna', 'jamuna', 'rivers', 'continued', 'would', 'contribute', 'occurring', 'heavy', 'precipitation', 'flooding', 'many', 'countries', 'south', 'asia', 'rapid', 'urbanization', 'land', 'degradation', 'deforestation', 'making', 'flood', 'situation', 'worse']",0.213,0.787,0.0,-0.7579,negative
cool amp nature breathe sigh relief minting amp high prices kill demand,India,2022,June,"['cool', 'amp', 'nature', 'breathe', 'sigh', 'relief', 'minting', 'amp', 'high', 'prices', 'kill', 'demand']",0.315,0.355,0.33,-0.1779,neutral
digital ohhh much news impact economy ofcourse lose making movies duh buying imported luxurious items impact povertyyes take away money useless adswill impact warmingofcourse expensive cars,India,2022,June,"['digital', 'ohhh', 'much', 'news', 'impact', 'economy', 'ofcourse', 'lose', 'making', 'movies', 'duh', 'buying', 'imported', 'luxurious', 'items', 'impact', 'povertyyes', 'take', 'away', 'money', 'useless', 'adswill', 'impact', 'warmingofcourse', 'expensive', 'cars']",0.186,0.814,0.0,-0.6705,negative
soil degradation core many fundamental challenges mankind currently facing water scarcity food security biodiversity loss let guarantee prosperous future upcoming generations,India,2022,June,"['soil', 'degradation', 'core', 'many', 'fundamental', 'challenges', 'mankind', 'currently', 'facing', 'water', 'scarcity', 'food', 'security', 'biodiversity', 'loss', 'let', 'guarantee', 'prosperous', 'future', 'upcoming', 'generations']",0.193,0.508,0.298,0.2732,neutral
sizzling 42 degrees c ya allah rahem,India,2022,June,"['sizzling', '42', 'degrees', 'c', 'ya', 'allah', 'rahem']",0.0,1.0,0.0,0.0,neutral
im cool made hot gurugram,India,2022,June,"['im', 'cool', 'made', 'hot', 'gurugram']",0.0,0.635,0.365,0.3182,positive
miss chance incredible works show ends today 14th june 2022 drop gallery time 11am 6pm,India,2022,June,"['miss', 'chance', 'incredible', 'works', 'show', 'ends', 'today', '14th', 'june', '2022', 'drop', 'gallery', 'time', '11am', '6pm']",0.209,0.678,0.113,-0.1779,neutral
curated quddus mirza end time brought together group visual practitioners aiming raise awareness critical issues sustaibility water scarcity,India,2022,June,"['curated', 'quddus', 'mirza', 'end', 'time', 'brought', 'together', 'group', 'visual', 'practitioners', 'aiming', 'raise', 'awareness', 'critical', 'issues', 'sustaibility', 'water', 'scarcity']",0.119,0.881,0.0,-0.3182,negative
amid historic coastal mosques stare uncertain future bringing rainfall flooding erosion saltwater surges countrys lowlying southern delta,India,2022,June,"['amid', 'historic', 'coastal', 'mosques', 'stare', 'uncertain', 'future', 'bringing', 'rainfall', 'flooding', 'erosion', 'saltwater', 'surges', 'countrys', 'lowlying', 'southern', 'delta']",0.121,0.879,0.0,-0.296,neutral
amid historic coastal mosques stare uncertain future bringing rainfall flooding erosion saltwater surges countrys lowlying southern delta,India,2022,June,"['amid', 'historic', 'coastal', 'mosques', 'stare', 'uncertain', 'future', 'bringing', 'rainfall', 'flooding', 'erosion', 'saltwater', 'surges', 'countrys', 'lowlying', 'southern', 'delta']",0.121,0.879,0.0,-0.296,neutral
since man deserves prize finding simple solution problem,India,2022,June,"['since', 'man', 'deserves', 'prize', 'finding', 'simple', 'solution', 'problem']",0.203,0.376,0.421,0.4404,positive
droughtdesertificationfloodglobal changemajor environmental problems healthy soil solution,India,2022,June,"['droughtdesertificationfloodglobal', 'changemajor', 'environmental', 'problems', 'healthy', 'soil', 'solution']",0.231,0.342,0.427,0.3182,positive
