content,place,year,month,content_token,negative,neutral,positive,compound,comp_score
allow weekend bahiyyih,africa,2022,July,"['allow', 'weekend', 'bahiyyih']",0.0,0.513,0.487,0.2263,neutral
ke africa priorities summit consideringglobal warmingaforestarion measuresclean energy ecetra,africa,2022,July,"['ke', 'africa', 'priorities', 'summit', 'consideringglobal', 'warmingaforestarion', 'measuresclean', 'energy', 'ecetra']",0.0,0.792,0.208,0.2732,neutral
came settle,africa,2022,July,"['came', 'settle']",0.0,1.0,0.0,0.0,neutral
helping world breath well planting billions trees ethiopia highest altitude topographically sure major effect,africa,2022,July,"['helping', 'world', 'breath', 'well', 'planting', 'billions', 'trees', 'ethiopia', 'highest', 'altitude', 'topographically', 'sure', 'major', 'effect']",0.0,0.625,0.375,0.6808,positive
political social economic issue must dealt worldwide building green legacy planting trees billions,africa,2022,July,"['political', 'social', 'economic', 'issue', 'must', 'dealt', 'worldwide', 'building', 'green', 'legacy', 'planting', 'trees', 'billions']",0.0,1.0,0.0,0.0,neutral
theory joke world coldest regions recording highest temperature leaders like deserves worldwide recognition support planting 5 billion trees 4 years,africa,2022,July,"['theory', 'joke', 'world', 'coldest', 'regions', 'recording', 'highest', 'temperature', 'leaders', 'like', 'deserves', 'worldwide', 'recognition', 'support', 'planting', '5', 'billion', 'trees', '4', 'years']",0.0,0.67,0.33,0.7506,positive
china doesnt even recognise role whole quagmire youre gonna trade carbon exchange,africa,2022,July,"['china', 'doesnt', 'even', 'recognise', 'role', 'whole', 'quagmire', 'youre', 'gon', 'na', 'trade', 'carbon', 'exchange']",0.0,1.0,0.0,0.0,neutral
action cor ch 35global efforts meet paris agreement aimed reduce greenhouse gas emissions remain biggest challenge however countries around world enough limit dangerous local communities efforts downplayed,africa,2022,July,"['action', 'cor', 'ch', '35global', 'efforts', 'meet', 'paris', 'agreement', 'aimed', 'reduce', 'greenhouse', 'gas', 'emissions', 'remain', 'biggest', 'challenge', 'however', 'countries', 'around', 'world', 'enough', 'limit', 'dangerous', 'local', 'communities', 'efforts', 'downplayed']",0.098,0.759,0.142,0.1027,neutral
cannot adapt loss damage stop vash,africa,2022,July,"['can', 'not', 'adapt', 'loss', 'damage', 'stop', 'vash']",0.225,0.306,0.469,0.3378,positive
rapid loss biodiversity alarming scale major reason greenhouse emissions especially developed world another fundamental contribution catastrophe rising pretty sharply leading devastating shocks,africa,2022,July,"['rapid', 'loss', 'biodiversity', 'alarming', 'scale', 'major', 'reason', 'greenhouse', 'emissions', 'especially', 'developed', 'world', 'another', 'fundamental', 'contribution', 'catastrophe', 'rising', 'pretty', 'sharply', 'leading', 'devastating', 'shocks']",0.44,0.466,0.093,-0.8979,negative
people diaspora experiencing heat maybe reverse case nigeria cold day long,africa,2022,July,"['people', 'diaspora', 'experiencing', 'heat', 'maybe', 'reverse', 'case', 'nigeria', 'cold', 'day', 'long']",0.0,1.0,0.0,0.0,neutral
caused methane gases emitted organic waste causes besides crops germinates faster leafy green results early flowering within 4 weeks crops could ready harvesting,africa,2022,July,"['caused', 'methane', 'gases', 'emitted', 'organic', 'waste', 'causes', 'besides', 'crops', 'germinates', 'faster', 'leafy', 'green', 'results', 'early', 'flowering', 'within', '4', 'weeks', 'crops', 'could', 'ready', 'harvesting']",0.111,0.791,0.099,-0.0772,neutral
effect trying solve,africa,2022,July,"['effect', 'trying', 'solve']",0.0,0.526,0.474,0.2023,neutral
launched introduced market definitely save cost spent preventing,africa,2022,July,"['launched', 'introduced', 'market', 'definitely', 'save', 'cost', 'spent', 'preventing']",0.088,0.32,0.592,0.743,positive
prynx fakye,africa,2022,July,"['prynx', 'fakye']",0.0,1.0,0.0,0.0,neutral
people want masstheres also quoter population causing,africa,2022,July,"['people', 'want', 'masstheres', 'also', 'quoter', 'population', 'causing']",0.0,0.822,0.178,0.0772,neutral
loss agricultural productivityglobal result droughts worsen living conditions particularly africa world wild fund reported drastically alter rainfall pattern risk water amp food supplies millions,africa,2022,July,"['loss', 'agricultural', 'productivityglobal', 'result', 'droughts', 'worsen', 'living', 'conditions', 'particularly', 'africa', 'world', 'wild', 'fund', 'reported', 'drastically', 'alter', 'rainfall', 'pattern', 'risk', 'water', 'amp', 'food', 'supplies', 'millions']",0.268,0.732,0.0,-0.7717,negative
health effects developing countries vulnerable,africa,2022,July,"['health', 'effects', 'developing', 'countries', 'vulnerable']",0.322,0.678,0.0,-0.2263,neutral
extent future swathed uncertainty 1 idea much increase expect greenhouse gases depending economic growth 2 exactly system respond,africa,2022,July,"['extent', 'future', 'swathed', 'uncertainty', '1', 'idea', 'much', 'increase', 'expect', 'greenhouse', 'gases', 'depending', 'economic', 'growth', '2', 'exactly', 'system', 'respond']",0.118,0.64,0.241,0.3612,positive
plus monsoon winds quite bad,africa,2022,July,"['plus', 'monsoon', 'winds', 'quite', 'bad']",0.487,0.513,0.0,-0.5849,negative
realsomething needs done,africa,2022,July,"['realsomething', 'needs', 'done']",0.0,1.0,0.0,0.0,neutral
undeniable motives perpetrating abject nonsense much one block called presenters like dangerous,africa,2022,July,"['undeniable', 'motives', 'perpetrating', 'abject', 'nonsense', 'much', 'one', 'block', 'called', 'presenters', 'like', 'dangerous']",0.453,0.417,0.13,-0.7351,negative
yeahemissions like cfc lead course green house effects deplete ozone layer,africa,2022,July,"['yeahemissions', 'like', 'cfc', 'lead', 'course', 'green', 'house', 'effects', 'deplete', 'ozone', 'layer']",0.0,0.8,0.2,0.3612,positive
environmental scientists activists raised concerns continued degradation habitats mangroves seagrass tidal marshes help protect coastal communities extreme weather events driven,africa,2022,July,"['environmental', 'scientists', 'activists', 'raised', 'concerns', 'continued', 'degradation', 'habitats', 'mangroves', 'seagrass', 'tidal', 'marshes', 'help', 'protect', 'coastal', 'communities', 'extreme', 'weather', 'events', 'driven']",0.132,0.661,0.206,0.2263,neutral
aviation responsible implied carbon footprint alone,africa,2022,July,"['aviation', 'responsible', 'implied', 'carbon', 'footprint', 'alone']",0.241,0.482,0.277,0.0772,neutral
violence women people gender minorities aftermath extreme weather events rise amid,africa,2022,July,"['violence', 'women', 'people', 'gender', 'minorities', 'aftermath', 'extreme', 'weather', 'events', 'rise', 'amid']",0.291,0.709,0.0,-0.6249,negative
france portugal croatia battling wildfires escalating heat wave,africa,2022,July,"['france', 'portugal', 'croatia', 'battling', 'wildfires', 'escalating', 'heat', 'wave']",0.231,0.769,0.0,-0.2732,neutral
believe,africa,2022,July,['believe'],0.0,1.0,0.0,0.0,neutral
thing things earth would better withoutsri lanka eunice afred mutua,africa,2022,July,"['thing', 'things', 'earth', 'would', 'better', 'withoutsri', 'lanka', 'eunice', 'afred', 'mutua']",0.0,0.756,0.244,0.4404,positive
think mitigation solve flooding issues must novice need effect warmingsee pictures flooded streets washington dc,africa,2022,July,"['think', 'mitigation', 'solve', 'flooding', 'issues', 'must', 'novice', 'need', 'effect', 'warmingsee', 'pictures', 'flooded', 'streets', 'washington', 'dc']",0.0,0.886,0.114,0.2023,neutral
really long since stayed lagos rainy season heavy rainfall back 2 back days nonstopall dat talk abt e concern lagos ooi actually miss abuja weather,africa,2022,July,"['really', 'long', 'since', 'stayed', 'lagos', 'rainy', 'season', 'heavy', 'rainfall', 'back', '2', 'back', 'days', 'nonstopall', 'dat', 'talk', 'abt', 'e', 'concern', 'lagos', 'ooi', 'actually', 'miss', 'abuja', 'weather']",0.121,0.879,0.0,-0.2263,neutral
friday future though days leftwe keep spirit united actions,africa,2022,July,"['friday', 'future', 'though', 'days', 'leftwe', 'keep', 'spirit', 'united', 'actions']",0.0,0.609,0.391,0.5423,positive
18year old self inventor mamadu ndulador bah built fuelfree generator save world effects,africa,2022,July,"['18year', 'old', 'self', 'inventor', 'mamadu', 'ndulador', 'bah', 'built', 'fuelfree', 'generator', 'save', 'world', 'effects']",0.0,0.789,0.211,0.4939,positive
key outcome glasgow last year achieving limiting 2 degrees celsius 2030what role playing individual reduce greenhouse gas emissions ke,africa,2022,July,"['key', 'outcome', 'glasgow', 'last', 'year', 'achieving', 'limiting', '2', 'degrees', 'celsius', '2030what', 'role', 'playing', 'individual', 'reduce', 'greenhouse', 'gas', 'emissions', 'ke']",0.0,0.904,0.096,0.2023,neutral
changed industrial revolution fossil fuels began exploited however drastic result awakened humans environmental impact burning fossil fuels moreover huge demand energy,africa,2022,July,"['changed', 'industrial', 'revolution', 'fossil', 'fuels', 'began', 'exploited', 'however', 'drastic', 'result', 'awakened', 'humans', 'environmental', 'impact', 'burning', 'fossil', 'fuels', 'moreover', 'huge', 'demand', 'energy']",0.174,0.656,0.17,-0.0258,neutral
fossil fuels burned emit dangerous pollutants air air pollutants contribute formation smog acid rain harmful conditions activities also emit greenhouse gases co2 air contribute,africa,2022,July,"['fossil', 'fuels', 'burned', 'emit', 'dangerous', 'pollutants', 'air', 'air', 'pollutants', 'contribute', 'formation', 'smog', 'acid', 'rain', 'harmful', 'conditions', 'activities', 'also', 'emit', 'greenhouse', 'gases', 'co2', 'air', 'contribute']",0.194,0.806,0.0,-0.6486,negative
earth keep needs rapid cut speeches definitely helping,africa,2022,July,"['earth', 'keep', 'needs', 'rapid', 'cut', 'speeches', 'definitely', 'helping']",0.175,0.417,0.408,0.4215,positive
mike gittz17,africa,2022,June,"['mike', 'gittz17']",0.0,1.0,0.0,0.0,neutral
stop,africa,2022,June,['stop'],1.0,0.0,0.0,-0.296,neutral
plant everywhere safea simple good action stop weather conditions,africa,2022,June,"['plant', 'everywhere', 'safea', 'simple', 'good', 'action', 'stop', 'weather', 'conditions']",0.182,0.579,0.24,0.1779,neutral
tunisia north africa clearly concerned,africa,2022,June,"['tunisia', 'north', 'africa', 'clearly', 'concerned']",0.0,0.597,0.403,0.4019,positive
ghana floods becoming ramifications negligence leaders,africa,2022,June,"['ghana', 'floods', 'becoming', 'ramifications', 'negligence', 'leaders']",0.0,1.0,0.0,0.0,neutral
yego17 otero crazynairobian fossil fuel emits greenhouse gases essential,africa,2022,June,"['yego17', 'otero', 'crazynairobian', 'fossil', 'fuel', 'emits', 'greenhouse', 'gases', 'essential']",0.0,1.0,0.0,0.0,neutral
drainage challenge,africa,2022,June,"['drainage', 'challenge']",0.0,0.435,0.565,0.0772,neutral
sometimes people believe concept reality scared pay attention,africa,2022,June,"['sometimes', 'people', 'believe', 'concept', 'reality', 'scared', 'pay', 'attention']",0.417,0.583,0.0,-0.5106,negative
im hearing first time solar panels contributing reflection,africa,2022,June,"['im', 'hearing', 'first', 'time', 'solar', 'panels', 'contributing', 'reflection']",0.0,1.0,0.0,0.0,neutral
earth treasure hold trust children amp grandchildren must worthy trust working together every nation amp every individual paris amp beyond defeat threat lets act tomorrow,africa,2022,June,"['earth', 'treasure', 'hold', 'trust', 'children', 'amp', 'grandchildren', 'must', 'worthy', 'trust', 'working', 'together', 'every', 'nation', 'amp', 'every', 'individual', 'paris', 'amp', 'beyond', 'defeat', 'threat', 'lets', 'act', 'tomorrow']",0.173,0.512,0.315,0.6486,positive
mangroves 10 capacity terrestrial trees terms carbon sequestration areefforts slow,africa,2022,June,"['mangroves', '10', 'capacity', 'terrestrial', 'trees', 'terms', 'carbon', 'sequestration', 'areefforts', 'slow']",0.0,1.0,0.0,0.0,neutral
supreme court verge limiting environmental protection agencys epa ability regulate carbon dioxide prevalent greenhouse gas causing,africa,2022,June,"['supreme', 'court', 'verge', 'limiting', 'environmental', 'protection', 'agencys', 'epa', 'ability', 'regulate', 'carbon', 'dioxide', 'prevalent', 'greenhouse', 'gas', 'causing']",0.0,0.704,0.296,0.7096,positive
analogy though meant inspiring completely flawed basic knowledge,africa,2022,June,"['analogy', 'though', 'meant', 'inspiring', 'completely', 'flawed', 'basic', 'knowledge']",0.0,0.714,0.286,0.4215,positive
even manage limit 15c baby born 2021 suffer average 3 times 2 times 2 times river grandparents born 1971,africa,2022,June,"['even', 'manage', 'limit', '15c', 'baby', 'born', '2021', 'suffer', 'average', '3', 'times', '2', 'times', '2', 'times', 'river', 'grandparents', 'born', '1971']",0.189,0.811,0.0,-0.5423,negative
education provides children knowledge skills need address crisis,africa,2022,June,"['education', 'provides', 'children', 'knowledge', 'skills', 'need', 'address', 'crisis']",0.369,0.631,0.0,-0.6249,negative
yesterday rains shouldnt caused flood government role citizens role played time look effects cause serious,africa,2022,June,"['yesterday', 'rains', 'shouldnt', 'caused', 'flood', 'government', 'role', 'citizens', 'role', 'played', 'time', 'look', 'effects', 'cause', 'serious']",0.078,0.778,0.144,0.2732,neutral
im believing think flooding challenge rains saw yesterday flood doesnt make sense personally leadership side nooooooo,africa,2022,June,"['im', 'believing', 'think', 'flooding', 'challenge', 'rains', 'saw', 'yesterday', 'flood', 'doesnt', 'make', 'sense', 'personally', 'leadership', 'side', 'nooooooo']",0.0,0.92,0.08,0.0772,neutral
theres planet bthe earth weve got ever imagined planet without trees,africa,2022,June,"['theres', 'planet', 'bthe', 'earth', 'weve', 'got', 'ever', 'imagined', 'planet', 'without', 'trees']",0.0,1.0,0.0,0.0,neutral
need developments sustain everyone,africa,2022,June,"['need', 'developments', 'sustain', 'everyone']",0.0,1.0,0.0,0.0,neutral
099 real ought careful emissions,africa,2022,June,"['099', 'real', 'ought', 'careful', 'emissions']",0.0,0.714,0.286,0.1531,neutral
every fraction degree mattersevery day mattersevery matters,africa,2022,June,"['every', 'fraction', 'degree', 'mattersevery', 'day', 'mattersevery', 'matters']",0.0,0.845,0.155,0.0258,neutral
really hitting matter dark thunderous weather im seeing much rainfall,africa,2022,June,"['really', 'hitting', 'matter', 'dark', 'thunderous', 'weather', 'im', 'seeing', 'much', 'rainfall']",0.0,0.867,0.133,0.0972,neutral
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 kfh6yt,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'kfh6yt']",0.293,0.707,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41o8gx6t,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41o8gx6t']",0.309,0.691,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41wopsjt,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41wopsjt']",0.309,0.691,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41eh0f8,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41eh0f8']",0.293,0.707,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 nampzddi,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'nampzddi']",0.293,0.707,0.0,-0.7003,negative
current predictions critical levels likely reached earlier midcentury africaafrica secondmost climatevulnerable region world also shows least readiness efforts adesina,africa,2022,May,"['current', 'predictions', 'critical', 'levels', 'likely', 'reached', 'earlier', 'midcentury', 'africaafrica', 'secondmost', 'climatevulnerable', 'region', 'world', 'also', 'shows', 'least', 'readiness', 'efforts', 'adesina']",0.188,0.746,0.065,-0.3899,negative
solar energy energy gotten sun rays essential life earththis energy also harnessed solar technologies light homes heat water lot growing concerns clean ecofriendly 12,africa,2022,May,"['solar', 'energy', 'energy', 'gotten', 'sun', 'rays', 'essential', 'life', 'earththis', 'energy', 'also', 'harnessed', 'solar', 'technologies', 'light', 'homes', 'heat', 'water', 'lot', 'growing', 'concerns', 'clean', 'ecofriendly', '12']",0.0,0.64,0.36,0.8271,positive
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41 raztb,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41', 'raztb']",0.279,0.721,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 mrfjf,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'mrfjf']",0.293,0.707,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 lurnjg,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'lurnjg']",0.293,0.707,0.0,-0.7003,negative
crucial promoting action less third middle school teachers fewer half high teachers teach students human causes education important ever,africa,2022,May,"['crucial', 'promoting', 'action', 'less', 'third', 'middle', 'school', 'teachers', 'fewer', 'half', 'high', 'teachers', 'teach', 'students', 'human', 'causes', 'education', 'important', 'ever']",0.0,0.798,0.202,0.5106,positive
every monday tree planted alreadythis,africa,2022,May,"['every', 'monday', 'tree', 'planted', 'alreadythis']",0.0,1.0,0.0,0.0,neutral
crocs tha leading cause,africa,2022,May,"['crocs', 'tha', 'leading', 'cause']",0.0,1.0,0.0,0.0,neutral
lot moneys weapons wars money reduce god billionaires,africa,2022,May,"['lot', 'moneys', 'weapons', 'wars', 'money', 'reduce', 'god', 'billionaires']",0.478,0.368,0.154,-0.6597,negative
oceans used enough carbon sequestration new solution co2 problem scientists ready governments,africa,2022,May,"['oceans', 'used', 'enough', 'carbon', 'sequestration', 'new', 'solution', 'co2', 'problem', 'scientists', 'ready', 'governments']",0.164,0.545,0.291,0.2732,neutral
different prioritieslack disciplineglobal warminglack accountability transparencypeople want enjoy benefits relationships want bear cost brings acting single yet dating,africa,2022,May,"['different', 'prioritieslack', 'disciplineglobal', 'warminglack', 'accountability', 'transparencypeople', 'want', 'enjoy', 'benefits', 'relationships', 'want', 'bear', 'cost', 'brings', 'acting', 'single', 'yet', 'dating']",0.0,0.625,0.375,0.7506,positive
plants create oxygen absorb greenhouse gases destruction trees therefore encourage changing temperatures alter ecosystem cutting trees also result loss habitat animal species equally harm ecosystems,africa,2022,May,"['plants', 'create', 'oxygen', 'absorb', 'greenhouse', 'gases', 'destruction', 'trees', 'therefore', 'encourage', 'changing', 'temperatures', 'alter', 'ecosystem', 'cutting', 'trees', 'also', 'result', 'loss', 'habitat', 'animal', 'species', 'equally', 'harm', 'ecosystems']",0.311,0.537,0.153,-0.6808,negative
time broaden strategy avert catastrophic,africa,2022,May,"['time', 'broaden', 'strategy', 'avert', 'catastrophic']",0.62,0.38,0.0,-0.5994,negative
replanting 3rd tree better ampsafe place mission trees every monday,africa,2022,May,"['replanting', '3rd', 'tree', 'better', 'ampsafe', 'place', 'mission', 'trees', 'every', 'monday']",0.0,0.756,0.244,0.4404,positive
must eaten hours weekend cant sunday night already hours ago signing plantation yawa,africa,2022,May,"['must', 'eaten', 'hours', 'weekend', 'cant', 'sunday', 'night', 'already', 'hours', 'ago', 'signing', 'plantation', 'yawa']",0.0,1.0,0.0,0.0,neutral
california ready,africa,2022,May,"['california', 'ready']",0.0,0.286,0.714,0.3612,positive
also efforts activities within community help reduce adverse impacts plastic waste environment particularly towards,africa,2022,May,"['also', 'efforts', 'activities', 'within', 'community', 'help', 'reduce', 'adverse', 'impacts', 'plastic', 'waste', 'environment', 'particularly', 'towards']",0.279,0.579,0.142,-0.3818,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 415aampjoc,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '415aampjoc']",0.293,0.707,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022 imam mahdi nasser mohammed alyamanin,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022', 'imam', 'mahdi', 'nasser', 'mohammed', 'alyamanin']",0.244,0.756,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41esgjz,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41esgjz']",0.309,0.691,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022 imam mahdi nasser mohammed alyamani,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022', 'imam', 'mahdi', 'nasser', 'mohammed', 'alyamani']",0.244,0.756,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41yl1seh,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41yl1seh']",0.293,0.707,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41zzmkhx,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41zzmkhx']",0.309,0.691,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41eicpz4,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41eicpz4']",0.293,0.707,0.0,-0.7003,negative
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41ysfmfb,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41ysfmfb']",0.309,0.691,0.0,-0.7003,negative
fridaydear community lets together,africa,2022,May,"['fridaydear', 'community', 'lets', 'together']",0.0,1.0,0.0,0.0,neutral
glaciercapped mountainsof south asia popularly known third pole alarming rate mountains provide billions people drinking waterread full full report,africa,2022,May,"['glaciercapped', 'mountainsof', 'south', 'asia', 'popularly', 'known', 'third', 'pole', 'alarming', 'rate', 'mountains', 'provide', 'billions', 'people', 'drinking', 'waterread', 'full', 'full', 'report']",0.07,0.798,0.131,0.3182,positive
make crisis songdo nature,africa,2022,May,"['make', 'crisis', 'songdo', 'nature']",0.577,0.423,0.0,-0.6249,negative
anthropogenic activities burning fossil fuels significant impact todays earths surface refer however employing artificial intelligence renewable energy sectors world,africa,2022,May,"['anthropogenic', 'activities', 'burning', 'fossil', 'fuels', 'significant', 'impact', 'todays', 'earths', 'surface', 'refer', 'however', 'employing', 'artificial', 'intelligence', 'renewable', 'energy', 'sectors', 'world']",0.0,0.696,0.304,0.7184,positive
real,africa,2022,May,['real'],0.0,1.0,0.0,0.0,neutral
joseph elikem ametsitsi strong advocate energy transition renewable energy provision,africa,2022,May,"['joseph', 'elikem', 'ametsitsi', 'strong', 'advocate', 'energy', 'transition', 'renewable', 'energy', 'provision']",0.0,0.483,0.517,0.7579,positive
realdont wait late lets take actions,africa,2022,May,"['realdont', 'wait', 'late', 'lets', 'take', 'actions']",0.0,1.0,0.0,0.0,neutral
stop rate rising,africa,2022,May,"['stop', 'rate', 'rising']",0.524,0.476,0.0,-0.296,neutral
avinem foundation believe intellectual property play big role efforts activities towards mitigation adaptation climatic changeclimate adaptation mitigationwipo intellectual property,africa,2022,May,"['avinem', 'foundation', 'believe', 'intellectual', 'property', 'play', 'big', 'role', 'efforts', 'activities', 'towards', 'mitigation', 'adaptation', 'climatic', 'changeclimate', 'adaptation', 'mitigationwipo', 'intellectual', 'property']",0.0,0.64,0.36,0.8402,positive
enlightened society way get understand slapped,africa,2022,May,"['enlightened', 'society', 'way', 'get', 'understand', 'slapped']",0.0,0.61,0.39,0.4939,positive
avinem foundation decided take task help communities societies organisations companies interested stakeholders current continuing fight,africa,2022,May,"['avinem', 'foundation', 'decided', 'take', 'task', 'help', 'communities', 'societies', 'organisations', 'companies', 'interested', 'stakeholders', 'current', 'continuing', 'fight']",0.13,0.6,0.27,0.4215,positive
check new nft collection apostle stephanie federal government,africa,2022,May,"['check', 'new', 'nft', 'collection', 'apostle', 'stephanie', 'federal', 'government']",0.0,1.0,0.0,0.0,neutral
mans,africa,2022,May,['mans'],0.0,1.0,0.0,0.0,neutral
catch,africa,2022,May,['catch'],0.0,1.0,0.0,0.0,neutral
save world disasters season time,africa,2022,May,"['save', 'world', 'disasters', 'season', 'time']",0.367,0.306,0.327,-0.1027,neutral
real,africa,2022,May,['real'],0.0,1.0,0.0,0.0,neutral
hello world national ngo united republic tanzania goal dream desire drive play part saving earth various efforts utilising knowledge intellectual property techonologies help,africa,2022,May,"['hello', 'world', 'national', 'ngo', 'united', 'republic', 'tanzania', 'goal', 'dream', 'desire', 'drive', 'play', 'part', 'saving', 'earth', 'various', 'efforts', 'utilising', 'knowledge', 'intellectual', 'property', 'techonologies', 'help']",0.0,0.517,0.483,0.9313,positive
3nthis get extreme amp result due anthropogenic activities earth results much heat trapping gases,africa,2022,May,"['3nthis', 'get', 'extreme', 'amp', 'result', 'due', 'anthropogenic', 'activities', 'earth', 'results', 'much', 'heat', 'trapping', 'gases']",0.0,1.0,0.0,0.0,neutral
happened,africa,2022,May,['happened'],0.0,1.0,0.0,0.0,neutral
still believe promote theories mutations imam nasser mohammed alyamani25ramadan1443ah26042022ad113 s4jx9,africa,2022,May,"['still', 'believe', 'promote', 'theories', 'mutations', 'imam', 'nasser', 'mohammed', 'alyamani25ramadan1443ah26042022ad113', 's4jx9']",0.0,0.776,0.224,0.3818,positive
nature causes operate different temporal spatial scales one reasons effects expected equal globally,africa,2022,May,"['nature', 'causes', 'operate', 'different', 'temporal', 'spatial', 'scales', 'one', 'reasons', 'effects', 'expected', 'equal', 'globally']",0.0,1.0,0.0,0.0,neutral
responsibilities protect mother nation,africa,2022,May,"['responsibilities', 'protect', 'mother', 'nation']",0.0,0.536,0.464,0.3818,positive
