content,place,year,month,content_token
help reduction sensitization happy inform general public partnership waste cleaning network gwcn,africa,2022,August,"['help', 'reduction', 'sensitization', 'happy', 'inform', 'general', 'public', 'partnership', 'waste', 'cleaning', 'network', 'gwcn']"
must wild 16fucking16,africa,2022,August,"['must', 'wild', '16fucking16']"
mfs herenstein cmon believe bitch believe globe end sentence,africa,2022,August,"['mfs', 'herenstein', 'cmon', 'believe', 'bitch', 'believe', 'globe', 'end', 'sentence']"
goddess honey theres,africa,2022,August,"['goddess', 'honey', 'theres']"
shift natural late result human activities crisis hand describes impact environment humans food security,africa,2022,August,"['shift', 'natural', 'late', 'result', 'human', 'activities', 'crisis', 'hand', 'describes', 'impact', 'environment', 'humans', 'food', 'security']"
6 emergency evacuations economic pressure holiday destinations built potentially dangerous territory would wanted thailand boxing day ukraine travel insurance help get quick,africa,2022,August,"['6', 'emergency', 'evacuations', 'economic', 'pressure', 'holiday', 'destinations', 'built', 'potentially', 'dangerous', 'territory', 'would', 'wanted', 'thailand', 'boxing', 'day', 'ukraine', 'travel', 'insurance', 'help', 'get', 'quick']"
talk average canadian students obsessed solving issues like warmingtalk ghanaian students obsessed securing jobs traveling outside country,africa,2022,August,"['talk', 'average', 'canadian', 'students', 'obsessed', 'solving', 'issues', 'like', 'warmingtalk', 'ghanaian', 'students', 'obsessed', 'securing', 'jobs', 'traveling', 'outside', 'country']"
tf melting soon,africa,2022,August,"['tf', 'melting', 'soon']"
understand whats causing guy producing much carbon dioxide,africa,2022,August,"['understand', 'whats', 'causing', 'guy', 'producing', 'much', 'carbon', 'dioxide']"
13global goals likely intensify food insecurity worldwide lead unpredictable extreme weather events including deadly floods droughts worsen ch world navigate,africa,2022,August,"['13global', 'goals', 'likely', 'intensify', 'food', 'insecurity', 'worldwide', 'lead', 'unpredictable', 'extreme', 'weather', 'events', 'including', 'deadly', 'floods', 'droughts', 'worsen', 'ch', 'world', 'navigate']"
hanke id agree solutions,africa,2022,August,"['hanke', 'id', 'agree', 'solutions']"
really interesting article affecting around worldhow affecting sports programmes sport,africa,2022,August,"['really', 'interesting', 'article', 'affecting', 'around', 'worldhow', 'affecting', 'sports', 'programmes', 'sport']"
poverty already destroyed colonialism ripping congolese resourcescongo utilize resources best way n move improve lives citizensthose contributing lecture africa,africa,2022,August,"['poverty', 'already', 'destroyed', 'colonialism', 'ripping', 'congolese', 'resourcescongo', 'utilize', 'resources', 'best', 'way', 'n', 'move', 'improve', 'lives', 'citizensthose', 'contributing', 'lecture', 'africa']"
dear congolese authoritiesrdc lake kivu threatened pollution nothing lake kivu soon contain plastic fish dear congolese citizens plastic waste represents great danger,africa,2022,August,"['dear', 'congolese', 'authoritiesrdc', 'lake', 'kivu', 'threatened', 'pollution', 'nothing', 'lake', 'kivu', 'soon', 'contain', 'plastic', 'fish', 'dear', 'congolese', 'citizens', 'plastic', 'waste', 'represents', 'great', 'danger']"
one world lets save,africa,2022,August,"['one', 'world', 'lets', 'save']"
sea nu blue light green causing lot,africa,2022,August,"['sea', 'nu', 'blue', 'light', 'green', 'causing', 'lot']"
nairobi coldness finally reached kampala 2022 years later equator evolved kampala never felt cold nonbelievers ka temperature keko oba babongelemu night kampala fridge nairobi freezer one experiencing strange weather,africa,2022,August,"['nairobi', 'coldness', 'finally', 'reached', 'kampala', '2022', 'years', 'later', 'equator', 'evolved', 'kampala', 'never', 'felt', 'cold', 'nonbelievers', 'ka', 'temperature', 'keko', 'oba', 'babongelemu', 'night', 'kampala', 'fridge', 'nairobi', 'freezer', 'one', 'experiencing', 'strange', 'weather']"
encroachment nabuyonga river cause blame nkt,africa,2022,August,"['encroachment', 'nabuyonga', 'river', 'cause', 'blame', 'nkt']"
dear usa dear russia dear china dear young die need fight resources fight terrorism poverty hunger crisis covid 19 pandemic give break,africa,2022,July,"['dear', 'usa', 'dear', 'russia', 'dear', 'china', 'dear', 'young', 'die', 'need', 'fight', 'resources', 'fight', 'terrorism', 'poverty', 'hunger', 'crisis', 'covid', '19', 'pandemic', 'give', 'break']"
europe fire need helpthe one solution artificnaturalization using machines turn world uncontrollably controllable cooling ovieuyo756com,africa,2022,July,"['europe', 'fire', 'need', 'helpthe', 'one', 'solution', 'artificnaturalization', 'using', 'machines', 'turn', 'world', 'uncontrollably', 'controllable', 'cooling', 'ovieuyo756com']"
allow weekend bahiyyih,africa,2022,July,"['allow', 'weekend', 'bahiyyih']"
ke africa priorities summit consideringglobal warmingaforestarion measuresclean energy ecetra,africa,2022,July,"['ke', 'africa', 'priorities', 'summit', 'consideringglobal', 'warmingaforestarion', 'measuresclean', 'energy', 'ecetra']"
came settle,africa,2022,July,"['came', 'settle']"
helping world breath well planting billions trees ethiopia highest altitude topographically sure major effect,africa,2022,July,"['helping', 'world', 'breath', 'well', 'planting', 'billions', 'trees', 'ethiopia', 'highest', 'altitude', 'topographically', 'sure', 'major', 'effect']"
political social economic issue must dealt worldwide building green legacy planting trees billions,africa,2022,July,"['political', 'social', 'economic', 'issue', 'must', 'dealt', 'worldwide', 'building', 'green', 'legacy', 'planting', 'trees', 'billions']"
theory joke world coldest regions recording highest temperature leaders like deserves worldwide recognition support planting 5 billion trees 4 years,africa,2022,July,"['theory', 'joke', 'world', 'coldest', 'regions', 'recording', 'highest', 'temperature', 'leaders', 'like', 'deserves', 'worldwide', 'recognition', 'support', 'planting', '5', 'billion', 'trees', '4', 'years']"
,africa,2022,July,[]
china recognise role whole quagmire youre gonna trade carbon exchange,africa,2022,July,"['china', 'recognise', 'role', 'whole', 'quagmire', 'youre', 'gon', 'na', 'trade', 'carbon', 'exchange']"
action cor ch 35global efforts meet paris agreement aimed reduce greenhouse gas emissions remain biggest challenge however countries around world enough limit dangerous local communities efforts downplayed,africa,2022,July,"['action', 'cor', 'ch', '35global', 'efforts', 'meet', 'paris', 'agreement', 'aimed', 'reduce', 'greenhouse', 'gas', 'emissions', 'remain', 'biggest', 'challenge', 'however', 'countries', 'around', 'world', 'enough', 'limit', 'dangerous', 'local', 'communities', 'efforts', 'downplayed']"
cannot adapt loss damage stop vash,africa,2022,July,"['can', 'not', 'adapt', 'loss', 'damage', 'stop', 'vash']"
rapid loss biodiversity alarming scale major reason greenhouse emissions especially developed world another fundamental contribution catastrophe rising pretty sharply leading devastating shocks,africa,2022,July,"['rapid', 'loss', 'biodiversity', 'alarming', 'scale', 'major', 'reason', 'greenhouse', 'emissions', 'especially', 'developed', 'world', 'another', 'fundamental', 'contribution', 'catastrophe', 'rising', 'pretty', 'sharply', 'leading', 'devastating', 'shocks']"
people diaspora experiencing heat maybe reverse case nigeria cold day long,africa,2022,July,"['people', 'diaspora', 'experiencing', 'heat', 'maybe', 'reverse', 'case', 'nigeria', 'cold', 'day', 'long']"
caused methane gases emitted organic waste causes besides crops germinates faster leafy green results early flowering within 4 weeks crops could ready harvesting,africa,2022,July,"['caused', 'methane', 'gases', 'emitted', 'organic', 'waste', 'causes', 'besides', 'crops', 'germinates', 'faster', 'leafy', 'green', 'results', 'early', 'flowering', 'within', '4', 'weeks', 'crops', 'could', 'ready', 'harvesting']"
effect trying solve,africa,2022,July,"['effect', 'trying', 'solve']"
launched introduced market definitely save cost spent preventing,africa,2022,July,"['launched', 'introduced', 'market', 'definitely', 'save', 'cost', 'spent', 'preventing']"
prynx fakye,africa,2022,July,"['prynx', 'fakye']"
people masstheres also quoter population causing,africa,2022,July,"['people', 'masstheres', 'also', 'quoter', 'population', 'causing']"
loss agricultural productivityglobal result droughts worsen living conditions particularly africa world wild fund reported drastically alter rainfall pattern risk water amp food supplies millions,africa,2022,July,"['loss', 'agricultural', 'productivityglobal', 'result', 'droughts', 'worsen', 'living', 'conditions', 'particularly', 'africa', 'world', 'wild', 'fund', 'reported', 'drastically', 'alter', 'rainfall', 'pattern', 'risk', 'water', 'amp', 'food', 'supplies', 'millions']"
health effects developing countries vulnerable,africa,2022,July,"['health', 'effects', 'developing', 'countries', 'vulnerable']"
extent future swathed uncertainty 1 idea much increase expect greenhouse gases depending economic growth 2 exactly system respond,africa,2022,July,"['extent', 'future', 'swathed', 'uncertainty', '1', 'idea', 'much', 'increase', 'expect', 'greenhouse', 'gases', 'depending', 'economic', 'growth', '2', 'exactly', 'system', 'respond']"
plus monsoon winds quite bad,africa,2022,July,"['plus', 'monsoon', 'winds', 'quite', 'bad']"
realsomething needs,africa,2022,July,"['realsomething', 'needs']"
undeniable motives perpetrating abject nonsense much one block called presenters like dangerous,africa,2022,July,"['undeniable', 'motives', 'perpetrating', 'abject', 'nonsense', 'much', 'one', 'block', 'called', 'presenters', 'like', 'dangerous']"
yeahemissions like cfc lead course green house effects deplete ozone layer,africa,2022,July,"['yeahemissions', 'like', 'cfc', 'lead', 'course', 'green', 'house', 'effects', 'deplete', 'ozone', 'layer']"
environmental scientists activists raised concerns continued degradation habitats mangroves seagrass tidal marshes help protect coastal communities extreme weather events driven,africa,2022,July,"['environmental', 'scientists', 'activists', 'raised', 'concerns', 'continued', 'degradation', 'habitats', 'mangroves', 'seagrass', 'tidal', 'marshes', 'help', 'protect', 'coastal', 'communities', 'extreme', 'weather', 'events', 'driven']"
aviation responsible implied carbon footprint alone,africa,2022,July,"['aviation', 'responsible', 'implied', 'carbon', 'footprint', 'alone']"
violence women people gender minorities aftermath extreme weather events rise amid,africa,2022,July,"['violence', 'women', 'people', 'gender', 'minorities', 'aftermath', 'extreme', 'weather', 'events', 'rise', 'amid']"
france portugal croatia battling wildfires escalating heat wave,africa,2022,July,"['france', 'portugal', 'croatia', 'battling', 'wildfires', 'escalating', 'heat', 'wave']"
believe,africa,2022,July,['believe']
thing things earth would better withoutsri lanka eunice afred mutua,africa,2022,July,"['thing', 'things', 'earth', 'would', 'better', 'withoutsri', 'lanka', 'eunice', 'afred', 'mutua']"
think mitigation solve flooding issues must novice need effect warmingsee pictures flooded streets washington dc,africa,2022,July,"['think', 'mitigation', 'solve', 'flooding', 'issues', 'must', 'novice', 'need', 'effect', 'warmingsee', 'pictures', 'flooded', 'streets', 'washington', 'dc']"
really long since stayed lagos rainy season heavy rainfall back 2 back days nonstopall dat talk abt e concern lagos ooi actually miss abuja weather,africa,2022,July,"['really', 'long', 'since', 'stayed', 'lagos', 'rainy', 'season', 'heavy', 'rainfall', 'back', '2', 'back', 'days', 'nonstopall', 'dat', 'talk', 'abt', 'e', 'concern', 'lagos', 'ooi', 'actually', 'miss', 'abuja', 'weather']"
friday future though days leftwe keep spirit united actions,africa,2022,July,"['friday', 'future', 'though', 'days', 'leftwe', 'keep', 'spirit', 'united', 'actions']"
18year old self inventor mamadu ndulador bah built fuelfree generator save world effects,africa,2022,July,"['18year', 'old', 'self', 'inventor', 'mamadu', 'ndulador', 'bah', 'built', 'fuelfree', 'generator', 'save', 'world', 'effects']"
key outcome glasgow last year achieving limiting 2 degrees celsius 2030what role playing individual reduce greenhouse gas emissions ke,africa,2022,July,"['key', 'outcome', 'glasgow', 'last', 'year', 'achieving', 'limiting', '2', 'degrees', 'celsius', '2030what', 'role', 'playing', 'individual', 'reduce', 'greenhouse', 'gas', 'emissions', 'ke']"
changed industrial revolution fossil fuels began exploited however drastic result awakened humans environmental impact burning fossil fuels moreover huge demand energy,africa,2022,July,"['changed', 'industrial', 'revolution', 'fossil', 'fuels', 'began', 'exploited', 'however', 'drastic', 'result', 'awakened', 'humans', 'environmental', 'impact', 'burning', 'fossil', 'fuels', 'moreover', 'huge', 'demand', 'energy']"
fossil fuels burned emit dangerous pollutants air air pollutants contribute formation smog acid rain harmful conditions activities also emit greenhouse gases co2 air contribute,africa,2022,July,"['fossil', 'fuels', 'burned', 'emit', 'dangerous', 'pollutants', 'air', 'air', 'pollutants', 'contribute', 'formation', 'smog', 'acid', 'rain', 'harmful', 'conditions', 'activities', 'also', 'emit', 'greenhouse', 'gases', 'co2', 'air', 'contribute']"
earth keep needs rapid cut speeches definitely helping,africa,2022,July,"['earth', 'keep', 'needs', 'rapid', 'cut', 'speeches', 'definitely', 'helping']"
mike gittz17,africa,2022,June,"['mike', 'gittz17']"
stop,africa,2022,June,['stop']
plant everywhere safea simple good action stop weather conditions,africa,2022,June,"['plant', 'everywhere', 'safea', 'simple', 'good', 'action', 'stop', 'weather', 'conditions']"
tunisia north africa clearly concerned,africa,2022,June,"['tunisia', 'north', 'africa', 'clearly', 'concerned']"
,africa,2022,June,[]
,africa,2022,June,[]
ghana floods becoming ramifications negligence leaders,africa,2022,June,"['ghana', 'floods', 'becoming', 'ramifications', 'negligence', 'leaders']"
yego17 otero crazynairobian fossil fuel emits greenhouse gases essential,africa,2022,June,"['yego17', 'otero', 'crazynairobian', 'fossil', 'fuel', 'emits', 'greenhouse', 'gases', 'essential']"
drainage challenge,africa,2022,June,"['drainage', 'challenge']"
sometimes people believe concept reality scared pay attention,africa,2022,June,"['sometimes', 'people', 'believe', 'concept', 'reality', 'scared', 'pay', 'attention']"
hearing first time solar panels contributing reflection,africa,2022,June,"['hearing', 'first', 'time', 'solar', 'panels', 'contributing', 'reflection']"
earth treasure hold trust children amp grandchildren must worthy trust working together every nation amp every individual paris amp beyond defeat threat lets act tomorrow,africa,2022,June,"['earth', 'treasure', 'hold', 'trust', 'children', 'amp', 'grandchildren', 'must', 'worthy', 'trust', 'working', 'together', 'every', 'nation', 'amp', 'every', 'individual', 'paris', 'amp', 'beyond', 'defeat', 'threat', 'lets', 'act', 'tomorrow']"
mangroves 10 capacity terrestrial trees terms carbon sequestration areefforts slow,africa,2022,June,"['mangroves', '10', 'capacity', 'terrestrial', 'trees', 'terms', 'carbon', 'sequestration', 'areefforts', 'slow']"
,africa,2022,June,[]
supreme court verge limiting environmental protection agencys epa ability regulate carbon dioxide prevalent greenhouse gas causing,africa,2022,June,"['supreme', 'court', 'verge', 'limiting', 'environmental', 'protection', 'agencys', 'epa', 'ability', 'regulate', 'carbon', 'dioxide', 'prevalent', 'greenhouse', 'gas', 'causing']"
analogy though meant inspiring completely flawed basic knowledge,africa,2022,June,"['analogy', 'though', 'meant', 'inspiring', 'completely', 'flawed', 'basic', 'knowledge']"
manage limit 15c baby born 2021 suffer average 3 times 2 times 2 times river grandparents born 1971,africa,2022,June,"['manage', 'limit', '15c', 'baby', 'born', '2021', 'suffer', 'average', '3', 'times', '2', 'times', '2', 'times', 'river', 'grandparents', 'born', '1971']"
education provides children knowledge skills need address crisis,africa,2022,June,"['education', 'provides', 'children', 'knowledge', 'skills', 'need', 'address', 'crisis']"
yesterday rains shouldnt caused flood government role citizens role played time look effects cause serious,africa,2022,June,"['yesterday', 'rains', 'shouldnt', 'caused', 'flood', 'government', 'role', 'citizens', 'role', 'played', 'time', 'look', 'effects', 'cause', 'serious']"
believing think flooding challenge rains saw yesterday flood make sense personally leadership side nooooooo,africa,2022,June,"['believing', 'think', 'flooding', 'challenge', 'rains', 'saw', 'yesterday', 'flood', 'make', 'sense', 'personally', 'leadership', 'side', 'nooooooo']"
theres planet bthe earth weve got ever imagined planet without trees,africa,2022,June,"['theres', 'planet', 'bthe', 'earth', 'weve', 'got', 'ever', 'imagined', 'planet', 'without', 'trees']"
,africa,2022,June,[]
need developments sustain everyone,africa,2022,June,"['need', 'developments', 'sustain', 'everyone']"
099 real ought careful emissions,africa,2022,June,"['099', 'real', 'ought', 'careful', 'emissions']"
every fraction degree mattersevery day mattersevery matters,africa,2022,June,"['every', 'fraction', 'degree', 'mattersevery', 'day', 'mattersevery', 'matters']"
really hitting matter dark thunderous weather seeing much rainfall,africa,2022,June,"['really', 'hitting', 'matter', 'dark', 'thunderous', 'weather', 'seeing', 'much', 'rainfall']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 kfh6yt,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'kfh6yt']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41o8gx6t,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41o8gx6t']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41wopsjt,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41wopsjt']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41eh0f8,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41eh0f8']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 nampzddi,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'nampzddi']"
current predictions critical levels likely reached earlier midcentury africaafrica secondmost climatevulnerable region world also shows least readiness efforts adesina,africa,2022,May,"['current', 'predictions', 'critical', 'levels', 'likely', 'reached', 'earlier', 'midcentury', 'africaafrica', 'secondmost', 'climatevulnerable', 'region', 'world', 'also', 'shows', 'least', 'readiness', 'efforts', 'adesina']"
solar energy energy gotten sun rays essential life earththis energy also harnessed solar technologies light homes heat water lot growing concerns clean ecofriendly 12,africa,2022,May,"['solar', 'energy', 'energy', 'gotten', 'sun', 'rays', 'essential', 'life', 'earththis', 'energy', 'also', 'harnessed', 'solar', 'technologies', 'light', 'homes', 'heat', 'water', 'lot', 'growing', 'concerns', 'clean', 'ecofriendly', '12']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41 raztb,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41', 'raztb']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 mrfjf,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'mrfjf']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41 lurnjg,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41', 'lurnjg']"
crucial promoting action less third middle school teachers fewer half high teachers teach students human causes education important ever,africa,2022,May,"['crucial', 'promoting', 'action', 'less', 'third', 'middle', 'school', 'teachers', 'fewer', 'half', 'high', 'teachers', 'teach', 'students', 'human', 'causes', 'education', 'important', 'ever']"
every monday tree planted alreadythis,africa,2022,May,"['every', 'monday', 'tree', 'planted', 'alreadythis']"
crocs tha leading cause,africa,2022,May,"['crocs', 'tha', 'leading', 'cause']"
lot moneys weapons wars money reduce god billionaires,africa,2022,May,"['lot', 'moneys', 'weapons', 'wars', 'money', 'reduce', 'god', 'billionaires']"
oceans used enough carbon sequestration new solution co2 problem scientists ready governments,africa,2022,May,"['oceans', 'used', 'enough', 'carbon', 'sequestration', 'new', 'solution', 'co2', 'problem', 'scientists', 'ready', 'governments']"
different prioritieslack disciplineglobal warminglack accountability transparencypeople enjoy benefits relationships bear cost brings acting single yet dating,africa,2022,May,"['different', 'prioritieslack', 'disciplineglobal', 'warminglack', 'accountability', 'transparencypeople', 'enjoy', 'benefits', 'relationships', 'bear', 'cost', 'brings', 'acting', 'single', 'yet', 'dating']"
plants create oxygen absorb greenhouse gases destruction trees therefore encourage changing temperatures alter ecosystem cutting trees also result loss habitat animal species equally harm ecosystems,africa,2022,May,"['plants', 'create', 'oxygen', 'absorb', 'greenhouse', 'gases', 'destruction', 'trees', 'therefore', 'encourage', 'changing', 'temperatures', 'alter', 'ecosystem', 'cutting', 'trees', 'also', 'result', 'loss', 'habitat', 'animal', 'species', 'equally', 'harm', 'ecosystems']"
time broaden strategy avert catastrophic,africa,2022,May,"['time', 'broaden', 'strategy', 'avert', 'catastrophic']"
replanting 3rd tree better ampsafe place mission trees every monday,africa,2022,May,"['replanting', '3rd', 'tree', 'better', 'ampsafe', 'place', 'mission', 'trees', 'every', 'monday']"
must eaten hours weekend sunday night already hours ago signing plantation yawa,africa,2022,May,"['must', 'eaten', 'hours', 'weekend', 'sunday', 'night', 'already', 'hours', 'ago', 'signing', 'plantation', 'yawa']"
california ready,africa,2022,May,"['california', 'ready']"
also efforts activities within community help reduce adverse impacts plastic waste environment particularly towards,africa,2022,May,"['also', 'efforts', 'activities', 'within', 'community', 'help', 'reduce', 'adverse', 'impacts', 'plastic', 'waste', 'environment', 'particularly', 'towards']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 415aampjoc,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '415aampjoc']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022 imam mahdi nasser mohammed alyamanin,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022', 'imam', 'mahdi', 'nasser', 'mohammed', 'alyamanin']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41esgjz,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41esgjz']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022 imam mahdi nasser mohammed alyamani,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022', 'imam', 'mahdi', 'nasser', 'mohammed', 'alyamani']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41yl1seh,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41yl1seh']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41zzmkhx,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41zzmkhx']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad 41eicpz4,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad', '41eicpz4']"
made theory liars allaah sent coronavirus contagious beginning locks whole worldimam mahdi nasser mohammed alyamani18may2022ad41ysfmfb,africa,2022,May,"['made', 'theory', 'liars', 'allaah', 'sent', 'coronavirus', 'contagious', 'beginning', 'locks', 'whole', 'worldimam', 'mahdi', 'nasser', 'mohammed', 'alyamani18may2022ad41ysfmfb']"
fridaydear community lets together,africa,2022,May,"['fridaydear', 'community', 'lets', 'together']"
glaciercapped mountainsof south asia popularly known third pole alarming rate mountains provide billions people drinking waterread full full report,africa,2022,May,"['glaciercapped', 'mountainsof', 'south', 'asia', 'popularly', 'known', 'third', 'pole', 'alarming', 'rate', 'mountains', 'provide', 'billions', 'people', 'drinking', 'waterread', 'full', 'full', 'report']"
make crisis songdo nature,africa,2022,May,"['make', 'crisis', 'songdo', 'nature']"
anthropogenic activities burning fossil fuels significant impact todays earths surface refer however employing artificial intelligence renewable energy sectors world,africa,2022,May,"['anthropogenic', 'activities', 'burning', 'fossil', 'fuels', 'significant', 'impact', 'todays', 'earths', 'surface', 'refer', 'however', 'employing', 'artificial', 'intelligence', 'renewable', 'energy', 'sectors', 'world']"
real,africa,2022,May,['real']
joseph elikem ametsitsi strong advocate energy transition renewable energy provision,africa,2022,May,"['joseph', 'elikem', 'ametsitsi', 'strong', 'advocate', 'energy', 'transition', 'renewable', 'energy', 'provision']"
realdont wait late lets take actions,africa,2022,May,"['realdont', 'wait', 'late', 'lets', 'take', 'actions']"
,africa,2022,May,[]
stop rate rising,africa,2022,May,"['stop', 'rate', 'rising']"
avinem foundation believe intellectual property play big role efforts activities towards mitigation adaptation climatic changeclimate adaptation mitigationwipo intellectual property,africa,2022,May,"['avinem', 'foundation', 'believe', 'intellectual', 'property', 'play', 'big', 'role', 'efforts', 'activities', 'towards', 'mitigation', 'adaptation', 'climatic', 'changeclimate', 'adaptation', 'mitigationwipo', 'intellectual', 'property']"
enlightened society way get understand slapped,africa,2022,May,"['enlightened', 'society', 'way', 'get', 'understand', 'slapped']"
avinem foundation decided take task help communities societies organisations companies interested stakeholders current continuing fight,africa,2022,May,"['avinem', 'foundation', 'decided', 'take', 'task', 'help', 'communities', 'societies', 'organisations', 'companies', 'interested', 'stakeholders', 'current', 'continuing', 'fight']"
check new nft collection apostle stephanie federal government,africa,2022,May,"['check', 'new', 'nft', 'collection', 'apostle', 'stephanie', 'federal', 'government']"
mans,africa,2022,May,['mans']
catch,africa,2022,May,['catch']
save world disasters season time,africa,2022,May,"['save', 'world', 'disasters', 'season', 'time']"
real,africa,2022,May,['real']
hello world national ngo united republic tanzania goal dream desire drive play part saving earth various efforts utilising knowledge intellectual property techonologies help,africa,2022,May,"['hello', 'world', 'national', 'ngo', 'united', 'republic', 'tanzania', 'goal', 'dream', 'desire', 'drive', 'play', 'part', 'saving', 'earth', 'various', 'efforts', 'utilising', 'knowledge', 'intellectual', 'property', 'techonologies', 'help']"
3nthis get extreme amp result anthropogenic activities earth results much heat trapping gases,africa,2022,May,"['3nthis', 'get', 'extreme', 'amp', 'result', 'anthropogenic', 'activities', 'earth', 'results', 'much', 'heat', 'trapping', 'gases']"
happened,africa,2022,May,['happened']
believe promote theories mutations imam nasser mohammed alyamani25ramadan1443ah26042022ad113 s4jx9,africa,2022,May,"['believe', 'promote', 'theories', 'mutations', 'imam', 'nasser', 'mohammed', 'alyamani25ramadan1443ah26042022ad113', 's4jx9']"
nature causes operate different temporal spatial scales one reasons effects expected equal globally,africa,2022,May,"['nature', 'causes', 'operate', 'different', 'temporal', 'spatial', 'scales', 'one', 'reasons', 'effects', 'expected', 'equal', 'globally']"
responsibilities protect mother nation,africa,2022,May,"['responsibilities', 'protect', 'mother', 'nation']"
tree planting collective effort involves togetherness cooperation bid create better safer environmentplant tree today safe environment,africa,2022,May,"['tree', 'planting', 'collective', 'effort', 'involves', 'togetherness', 'cooperation', 'bid', 'create', 'better', 'safer', 'environmentplant', 'tree', 'today', 'safe', 'environment']"
